token_address,buy_timestamp,rvol,natr,vwap_dev,stoch_k,stoch_d,upper_wick,lower_wick,market_cap,token_age_hours,data_points,label
8w9GkGBn2BStX3pkyk6TGYWPV8phMpratri2Mm8eJhJi,1752856512823,0.7678,58.3879,2.1912,69.1536,69.1536,0.6713,0.0473,49729808281622.02,0.02,2,bad
3BDCyLDUxPDkZpTqRfadyRk1DNvFbWRoYj4sFp7Dbonk,1752856290880,1.1673,67.3229,0.0504,59.9870,59.9870,0.0000,0.1036,51392583425640.74,0.05,4,good
6QXNwseiEP7uxZSPTud5DUdSkCeKxH751M5We3VSbonk,1752855808575,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,22903942267340.72,0.00,1,good
42veXB9ocg5zuvsA8mDB7aE3TtvckJ1QnMBHpCUZbonk,1752856030572,1.0000,0.0000,0.0000,3.8568,3.8568,0.2690,0.0386,6051532681925.84,0.00,1,good
4Bq6bobwCvL54SoCxGGcxsHY5ZxvbYLRxArk4b1bbonk,1752856005674,1.0000,0.0000,0.0000,47.2449,47.2449,0.5276,0.0000,9103509456026.17,0.00,1,bad
37CK1GDT6y2YXKD3amHLwfkVXPmM1EMYAGmDKXiEbonk,1752855848026,0.5086,77.2012,-0.5545,54.1616,54.1616,0.0000,0.1245,43551090332513.89,0.02,2,bad
5AsKRJJDzDzaJvJfj29tFR1ag7r8cuZ9ykR9x6EEbonk,1752855629549,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,9160013016536.24,0.00,1,good
1LJPPqyMqwL45io3Z2Q68FzZZRaP3DaFnwzCQgXbonk,1752855409451,1.0000,0.0000,0.0000,82.2005,82.2005,0.1780,0.0004,14603353650441.64,0.00,1,good
4Qbq2P8sA71QbqRyQ4iqi2VbpRXcRM4EwsZnKuRkbonk,1752854581155,1.8682,10.2759,1.3986,100.0000,100.0000,0.0000,0.0000,8255972438300.28,0.02,2,good
BoDm3TCDaB8ksPoiKceAqALEDYYAvf6oGRbiMXcdbonk,1752854492675,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0015,6519764742531.77,0.00,1,good
D7Y9RodTKKiAkYggpaZM17wtKbESYxQFGh4YQSNsLrCF,1752854369473,1.0000,0.0000,0.0000,49.1609,49.1609,0.5084,0.0000,64070819313366.77,0.00,1,good
JEFgysYqF7zyncBYynEquefburpVuUJPdCr9BDefUYfW,1752854335299,1.0000,0.0000,0.0000,44.0278,44.0278,0.5597,0.0000,32668681444263.85,0.00,1,good
8jQDTAdFDi1uiApB8kdhTqmJt2e8JYu1h9K9EkRMbonk,1752854274228,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,5993717448520.73,0.00,1,good
A7nyqH614vx17bqiPv4ULDi1HP3NfJLgMq4YUsHxbonk,1752854154325,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,9637996055624.06,0.00,1,good
7hGVWEHdPkg46owgFbNvNq6Y3BFztj2MPR7QdeAnbonk,1752853996583,1.9835,46.5511,1.1374,100.0000,100.0000,0.0000,0.0000,81402089873173.84,0.03,3,good
5jicAS5PcodUDyoZVBssX2DeuLwwQGkdv4uJsqESbonk,1752853594078,1.5426,59.0074,0.5242,74.2090,74.2090,0.6775,0.2621,119953560474674.64,0.05,4,bad
6nRoYapK3K3XyCJk2s2baQhefFNRgtfozGanEhcfbonk,1752853126198,1.3364,31.3688,1.4134,93.7827,93.7827,0.1493,0.0516,39122528220011.21,0.05,4,good
CH2BdvE751qL4ufcZhK6rkuSYQCeymiLNsgg3sx6bonk,1752853030234,0.0721,50.5763,-1.7791,0.0000,0.0000,0.0000,0.0000,4953216023288.18,0.05,4,good
3V7Rw5JBFVvYUypvGVX6cEiRdnk1KBcdoxEfYb11bonk,1752852933404,2.4243,108.8117,0.7263,63.6839,63.6839,0.4787,0.0000,68791339210243.31,0.02,2,bad
9kfVy9xCgSJiXu8FRYK1h3P857EWpQDJQt77cVZ2bonk,1752852882853,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,8187698685427.09,0.00,1,bad
9z2qBPYeWVyZyW4TBgW8AUSHQnRQiArgXnfYLSCvbonk,1752852527865,1.0000,0.0000,0.0000,57.2165,57.2165,0.4278,0.0001,14374699654960.63,0.00,1,good
nCFZKj3wRQXA2MeDqrRkmGqhFQ2qemAscbRkHp2T4U8,1752852562209,0.0188,43.2741,-1.1379,0.0493,0.0493,0.0021,0.0135,4934509319194.75,0.03,3,good
5AaTWgxcd5vKo8hni8CsaSB32g23LijR4q4MgFx1bonk,1752852497169,0.4198,1.1935,-28.0274,2.4358,2.4358,0.0000,0.0000,5070715641510.72,0.05,3,good
8ihJXeVSi4RvRuyduLiFRXj9RNNWfjArzpEkX5s7bonk,1752852480120,1.3784,58.1255,1.3399,75.0561,75.0561,0.4535,0.2423,35465692988059.15,0.05,4,bad
3rdMBNFFpvDwjCvC5DJgkhJYCJY1JBHozfqs8NWGbonk,1752852455238,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,5845192509234.34,0.00,1,good
HFhMC1dPHhEvYnc29H1n2jkmn6umXwWzdGb1XFchbonk,1752851993544,4.8742,38.8296,1.2212,97.9598,97.9598,0.0264,0.1148,53675030976754.23,0.05,4,bad
3r1LrN5o2moabeutS4jGpzoc3tCzLYJcpgrVoNN8bonk,1752852213077,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,5948276208031.66,0.00,1,good
EEmZxaTVN338cNxrpiBDMDfN77dz1dXcCaxFqUpVbonk,1752851755741,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,5988015608803.87,0.00,1,good
2KH7pim8KNzLvK1GMRbZSyguZgcokgLfGK9UjL6Nbonk,1752851777382,1.0000,0.0000,0.0000,0.0000,0.0000,0.2100,0.0000,5786601138455.21,0.00,1,good
7WVoeme9VEU4Y4ubaHNbgNXUJjgY63ukByEbkfdibonk,1752851589597,1.0540,34.6102,2.4182,100.0000,100.0000,0.0000,0.5431,172976894059760.72,0.02,2,good
4aBU82ET7yeuFCGFL1LZRgwezwmaeKtCT2QyfnUMbonk,1752851297063,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,6016653233407.00,0.00,1,good
JXdi8zSF8NyH7GfAuKowqQRvHt3ZcCUeuvaq7VGbonk,1752851533834,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0251,6141914530446.38,0.00,1,good
2DxoVWqcjJbWgJuMWZ9BKPN3ez7Howe5SxVLAF9Jbonk,1752850888388,1.0000,0.0000,0.0000,98.8727,98.8727,0.0113,0.0000,47938354299555.41,0.00,1,good
65KMJTGD61wMDnfcXbUzttqkdcp7BDtrMZArBTNsbonk,1752851427556,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,17372740264199.50,0.00,1,good
CHVqAZXQPPDzCK3wC38s4eB7bXqMiu18otk6qy66P3Fe,1752851354756,0.3815,129.4584,-1.8543,0.0000,0.0000,0.0000,0.0000,5046996288406.41,0.07,5,good
CDrwwGh2J6FP5HCjEtT6uCuCBug4zcuLGWgURjwULuMk,1752851280287,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,6762536978168.39,0.00,1,bad
8EgkZ4oH7vCmqXVLJ4hYd78b2UzRHEQkW7iuPEC6bonk,1752851121316,1.0000,0.0000,0.0000,96.1723,96.1723,0.0383,0.0000,8451630537331.01,0.00,1,good
Qt8vEfSshfMPfzEeVpQfvZR2qnmgtGSKmsbaJNFcMAD,1752851042301,0.3139,8.3916,3.4022,83.3568,83.3568,0.0000,0.0000,42759131819362.98,0.02,2,good
GeNCoVPTiuyHa3m9ZgaeYf2g9AH87vC3WeKA6znbonk,1752850729206,3.8879,57.8634,1.2448,100.0000,100.0000,0.0000,0.3119,13510537158960.85,0.02,2,good
2E8jE5XVXV8KF8kibPjaxTd1qApXSrQJfvP9ecovbonk,1752850482865,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,5672218270346.55,0.00,1,good
5Qj7ivNGMLJSxwdxoT6sunHvQ6q2RG6xVFNhSR3Mbonk,1752850437430,0.3050,73.7837,-0.2004,47.8899,47.8899,0.1418,0.8073,17003482865891.76,0.03,3,good
5K6nopvcbL2k7EpobpHi7p5hBbtCzWn6VzEzcD4Jpump,1752850434699,1.0000,0.0000,0.0000,12.7715,12.7715,0.8723,0.0000,10097890279848.61,0.00,1,bad
GWZpvibRtZxuLWALqULuK7vgdsXZS7LQHrSuYtCZ6ye6,1752850125646,1.0000,0.0000,0.0000,60.4155,60.4155,0.3958,0.0334,12539411293371.84,0.00,1,good
2gx6zucePJ2hNFj6ZRbMDQLiHt72qFuTRYkbCbpRbonk,1752850218765,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,1.0000,6038938859698.55,0.00,1,good
FRFnJw7CpAjvV7xHbCxLsTCBach5DKkoCRxnPb89bonk,1752849445678,10.5012,14.0466,3.4251,77.4642,77.4642,0.3739,0.0886,174081942284890.94,1.10,52,good
DZ7dMkfRfsxDBoNvtR6hrRyqZrZqrMgCg78B9LVcbonk,1752849140892,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,5417190768759.52,0.00,1,good
GSss9mfixVnRpBSTdZsx4aEENFw2ogs3kiVgCYGypump,1752849054496,0.3221,213.9535,-1.4012,7.5448,7.5448,0.0000,0.0214,8514289259849.75,0.03,3,good
BKvGKGHNuS8PXMhAvG1S7bNgFrLPHC4mz7oHJjkibonk,1752848413079,1.0000,0.0000,0.0000,89.0966,89.0966,0.1090,0.0002,16941033637932.06,0.00,1,good
E7Uux1vdCWvjZ5EJ4nTXQLVjhBjTWhDK65FiJELAbonk,1752848338806,1.0000,0.0000,0.0000,95.8660,95.8660,0.0413,0.2968,10851587802571.10,0.00,1,good
Ep54xCFhwkcyErfLLkGRPtqPocCrgd7NyPPYKzprbonk,1752848099781,83.5836,92.1294,0.6561,96.1611,96.1611,0.0384,0.0000,47487894580312.16,0.02,2,bad
AzF76PTSsdNteWyaVeseFc5X6gYhat4aXFUr3T95bonk,1752847957850,1.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0000,5453406724541.36,0.00,1,good
3N1zHEgGPTq2efu7tcRMdfMuhHatTXw6VkMTvqjKbonk,1752847880388,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,6497269635362.26,0.00,1,good
Fy5g4obpR56EZA9LcBpycrzEpX8WLMTVAA8J2XFcQnGQ,1752847780224,1.0000,0.0000,0.0000,54.3359,54.3359,0.4566,0.0000,7868630115218.90,0.00,1,bad
3qc8erWqmz1yypyMzBSmmzpUzuza9zgCcRGNouD5bonk,1752847750381,0.2012,107.0374,-0.4808,32.5175,32.5175,0.0204,0.0005,15346662841290.32,0.03,3,good
DjhNh5MjL6M1wEeprexSqweH5ySPXzetzQ5ERnCFshot,1752847415843,1.0000,0.0000,0.0000,94.8016,94.8016,0.0520,0.0000,79715059479782.78,0.00,1,bad
5xvjisEMRqaM2L5wCPSEwbbGopy1nCBuY7pwTSSXbonk,1752847076020,1.0000,0.0000,0.0000,94.8873,94.8873,0.0511,0.0000,7010856065367.96,0.00,1,good
8CDYUEijpZUqwFxHVLAkTLfHRtqQsf8nWvS1SuEAbonk,1752846662194,0.1060,9.8715,4.8108,79.1548,79.1548,0.0000,0.2288,25800953567785.18,0.02,2,good
AQdVWmrqLbMxun8NDtE6pVMU3jYwKS3diaPzEJYLYThH,1752846321703,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0017,6774084165624.94,0.00,1,good
96EZgKdZriTiSdHG8M5cXxqQTazLWTrfCeDUAiGybonk,1752845968085,1.0000,0.0000,0.0000,78.1553,78.1553,0.2184,0.0003,14341695133654.96,0.00,1,good
AYu6QquY19d6cfDacSqsdQ8ZM522vkFX61WZoVWubonk,1752845752895,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,6143103376923.69,0.00,1,good
3FKj3FkHqLgKQb3GveshHeM5Lz7rbGzZTJjHeyTRbonk,1752845398273,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,6444403180568.42,0.00,1,good
EtHbcB4xxh9RWBTypixMYL1bYjFBsxayEyXYJTiXbonk,1752845241729,6.2050,2.3871,1.7761,98.3183,98.3183,0.0000,0.0000,45184698504688.48,0.87,53,bad
82G7NjtyYf3EBS637M1NhCfzj5G2RNzrCQcusRqEbonk,1752845172455,0.4110,69.4970,-0.5287,49.9010,49.9010,0.4223,0.0110,19555012601363.63,0.02,2,good
HMqc3Rco1SNAVNLj13jKJBYCfngpQc4cNvNBd37hbonk,1752844864264,0.2339,42.9659,0.6754,78.1623,78.1623,0.0000,0.2201,47911198304779.48,0.05,4,good
HVATFDejy1zng3raX6N5Cx8ErRtBR54M9M6iz3D9bonk,1752844692843,1.0000,0.0000,0.0000,97.5801,97.5801,0.0242,0.0000,6476460771234.36,0.00,1,good
DPujR3bHJPHVPHzxr6kgNdcm6ptsgVEzfN6Xhn9F5nvR,1752844592363,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0140,6061967481842.77,0.00,1,good
EZryKdGTqCTy9a8E3Ta9roKXjprjyhnzy9ar3pFSbonk,1752844652275,0.8032,23.2643,-1.7593,0.0000,0.0000,0.0000,0.0000,5108054343818.55,0.05,4,good
8eAXf3Vcui7tCTSe13buUzM9u1nWmuwP8Y7tQuZcbonk,1752844595891,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6362178003983.58,0.00,1,bad
8vCennZkTg2qMy5rBLfbMMZCQAwN2qNiXfZTvpwCbonk,1752844577930,1.0000,0.0000,0.0000,55.7867,55.7867,0.4421,0.0008,96392305184674.86,0.00,1,good
GpEKud3JpJDc5D3Gek8UVCb6vAiahGmDUZMQFnf5btai,1752844288780,0.8459,14.5958,0.5292,46.7351,46.7351,0.0312,0.4665,100160516688875936.00,0.27,17,bad
9x2uGzyifupVi73P3bDGWRAY6S8UvaaVAoBkqm2Wbonk,1752844232544,1.0000,0.0000,0.0000,88.1107,88.1107,0.1189,0.0000,11662663766085.43,0.00,1,good
9bQ6EmbTfkQV1k9q3hemgocfjvNSwPfdpyNvGCpzbonk,1752844185286,5.6791,167.6684,-16.7544,27.7242,27.7242,0.9303,0.0430,15143352742714.84,0.02,2,good
9rKFbuDNXpDAz2z4Koy8uWiqYFaXXtiAtay6L3Lqbonk,1752843838533,1.0000,0.0000,0.0000,26.9437,26.9437,0.7306,0.0623,6301010710844.53,0.00,1,good
9raSmrov4tfJm9gZgsY7Rtt32GasWoynx1wVzjxXbonk,1752843648937,1.0000,0.0000,0.0000,98.9317,98.9317,0.0107,0.0000,48501183807953.86,0.00,1,bad
3ffUQ1yDyr3MdVNb5hyumwj9WK5GPXLJDpvGRAypbonk,1752843402919,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,6075143260398.44,0.00,1,good
HkjaUReot3HjPFQzFWhTbRvjCaoovvZNjAuF7eXjbonk,1752843595887,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6208120774763.37,0.00,1,good
12oz8DNnRPNk7kFVuhh3WcuQHEQFPcxn9hVoUQGmbonk,1752843228801,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,49024479649585.94,0.00,1,good
5NpfVSNkk9SgfEv1NHaRX9MUsoWrVS3kWePMyUSWbonk,1752843221401,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,5344210461831.85,0.00,1,good
9vDxaPZNZLyo5thZQFufVRC3CPSF2vvYmtE6fcJtbonk,1752843151765,1.0000,0.0000,0.0000,0.0000,0.0000,0.1354,0.0000,5970991527672.85,0.00,1,good
CKBLt5jpjinQdhrLayYqMZbWrRtbSGW4tuu3kBoGbonk,1752816122828,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,5845989681093.71,0.00,1,good
4wHt1Gf8sTxeiStREGQgxXU8FDXeaq9NBXi2qJX1bonk,1752816000077,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,14019260945406.09,0.00,1,bad
E3xoiX2K8VPLh6JunXnNhpajE5JVpq84i8WuYECUbonk,1752815854188,2.3414,17.8571,0.4564,59.1439,59.1439,0.0000,0.2695,34896065586300.77,0.23,15,good
CQmQUBbyCTKDuLWHkisFLFLWzptSrfE9CUZVT3zKbonk,1752815769588,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,5749556314273.92,0.00,1,good
BZdPtfaagAh5iwk54XvgDs9FRZ9QozTB3K1uueBbonk,1752815576122,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,6200535325562.21,0.00,1,good
EzGt5s2ejg6PoFdfeutPxBLwfyg6PL8i9W5NtHBAbonk,1752815126226,0.7895,14.9990,1.2948,97.4038,97.4038,0.0295,0.3713,20466148806335.65,0.12,8,good
5x8qP6qcu9Hwt4FknMgoP4PSMmRdk76a5N5JbkE7bonk,1752791727832,1.0000,0.0000,0.0000,11.5000,11.5000,0.8850,0.0000,26411346611551.64,0.00,1,bad
FT8X8hqoEwNT8UifNL3ppPbpccf7mnuNLpJsszv7AFHW,1752814549120,5.9906,14.8108,3.1552,69.9496,69.9496,0.1831,0.3833,2647292184997843.00,0.98,60,bad
C5tH11YeW7djXqY7tqJ4Zituaa4ev4wUqyi5eK6Dbonk,1752812744202,17.2956,5.5263,1.6974,94.9928,94.9928,0.0693,0.0000,21970116133969.23,1.30,60,good
73yUe6vGKgVsMVbwXNFATrj6kDcJtUc2vat1MNbFbonk,1752814329647,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,11152888774188.95,0.00,1,good
6TjbvGKYuv33p5JTPiMuvjqvqrNSWbwMn87pSK3dbonk,1752814223287,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5115177586692.04,0.00,1,bad
HjnMtrRRifjvxUbyrwKx5ny7sC49GedJeq1HHpH4bonk,1752813549776,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,5418657708927.60,0.00,1,good
FakWYnH25rd4CTxUYJAzSpY6ipundn4esSQFgJz9bonk,1752813279138,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,1.0000,6173002965270.80,0.00,1,good
wJGFPQR59GgYjoXNbQev6rxv2VB2Ci9NKaQpjaebonk,1752805130794,0.8368,61.1786,0.9350,97.6194,97.6194,0.0565,0.7876,71432191037760.17,0.03,3,good
2ta9QG2M4RFHKmTKpJiSZL23tShwVZHKdkWcFvsFbonk,1752805709934,1.0000,0.0000,0.0000,36.5044,36.5044,0.6350,0.2571,7024475872235.21,0.00,1,good
Agnj8obDvtJdGbhtq4ZJF1DNsPbfwzBAzy3qiWxUbonk,1752808301203,0.8754,72.9667,1.2441,96.7598,96.7598,0.0402,0.0000,40855485554253.53,0.02,2,bad
HPS5tQGvyNVwoXPujowfbe5Nh2D2AEL3Ri1tUsWWbonk,1752812527159,1.0000,0.0000,0.0000,6.9953,6.9953,0.9300,0.0012,6616096321456.15,0.00,1,bad
EgnVSDLX9WqfFqbnfuCaKQVPFHKLTiFTg5nJ4GFbonk,1752812325312,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,33663633971209.59,0.00,1,bad
3TtVRkr9n6AP18p9zhf5ZbdC4YDJPLZgChADHVSrbonk,1752811787396,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,5921951007874.58,0.00,1,good
9xgS5nHHbX3nz6cqADM8WZDgTG9BYbcdiYJyV25Hbonk,1752811361658,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,6093119777852.82,0.00,1,good
HZjbKqKkTUzVujiNAiV8gbdMdgPR6oEHLuDhXhCebonk,1752810498070,1.0000,0.0000,0.0000,7.5943,7.5943,0.9241,0.0000,5239041905364.71,0.00,1,good
EWisDxcB8bdCCsQHHA7R4YZuYGHbs2qc2oVkCphHb6re,1752810471038,1.0000,0.0000,0.0000,80.4307,80.4307,0.1957,0.0000,12532765937565.50,0.00,1,good
8y7ezW1kwcNyzXvnapBj7XMzrUKFrguQHDCqKCXNbonk,1752810265597,1.0000,0.0000,0.0000,87.8319,87.8319,0.1217,0.0001,14829872246927.71,0.00,1,good
B8wonxbMNJQg44L9oPxbFE8XDao4gHreYvjziw18bonk,1752809362115,10.7824,10.9802,1.6014,58.6889,58.6889,0.5024,0.0000,82711187878778.33,0.98,60,good
ZB3qrD82qLnx4ao23ccvdgWzncYguAUfES6Jmvgbonk,1752809516462,3.1571,85.2789,0.9594,98.3018,98.3018,0.0173,0.0007,41971219435910.13,0.02,2,bad
4iiBerUExhktmEMGhQDxnRuGdF8ZRmjPddPfXZ1gbonk,1752809454659,107.5384,9.8101,3.3374,76.5085,76.5085,0.2621,0.0110,121971524789490.80,0.98,60,bad
DRVLrN5sPckY5RQn8ZdEQ7x9GCUQ1yN8KQKFZ3hwgjrm,1752809441452,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0002,9406693631767.29,0.00,1,bad
DXCgiYbiEZoA1k1q3abyMsPtwmhdCGVjRLgwa1P7bLcj,1752809395397,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,10020992187286.16,0.00,1,good
GeHg1MUhZUJWFsbKrdhfkiGE3RtnR3jUMHD7qwWq72Nt,1752809306398,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,7214330659820.94,0.00,1,good
Eo6UUffb2kfrixsrew2PycadosP8CUEMr5a8QeyNbonk,1752809297322,3.8063,5.5148,1.4816,100.0000,100.0000,0.0000,0.0000,33215079420741.68,1.13,60,good
2xYz5A9dZqA7CfDNCBPTU4Tbk2UwBv2QjRC1PXqybonk,1752809042878,0.1728,26.5656,0.7497,83.8521,83.8521,0.0000,0.0000,45416089971169.81,0.08,6,bad
4ZAKKUzUyP6UcjGb5iwqXL3F19axUbmPdbL5NZwEbonk,1752808940303,0.4892,51.1649,1.2697,86.3131,86.3131,0.0286,0.2801,57371779230802.54,0.07,5,good
2Q8HuEBWhEHiijfsCKdtf4XU63VvbeFtPABFaPkCtKqy,1752807666798,0.1629,54.4493,1.0747,88.6284,88.6284,0.3343,0.0000,54795092620614.15,0.05,4,bad
BkPEjCeN9aAtazaD2g2NhpM9u3ZSg9CebDQG8gvBbonk,1752808668475,17.4383,11.2781,2.1028,84.7303,84.7303,0.1801,0.0256,36641384358183.89,0.25,15,bad
F8au7y6gaXJv4BWYeZa4qivS99aU9X4WBKpZxJVMbonk,1752808546817,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,1.0000,6093478233745.44,0.00,1,good
HKVa6XoG2omf7kssg4fnsvdks1KN3LKFKaENfAm6bonk,1752808491102,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,1.0000,6090382785154.67,0.00,1,good
q8XbjK7yAZmRW36bRvuDmE6v2xzZjo49VZFpekNbonk,1752808444030,0.6122,36.3763,1.8926,96.1350,96.1350,0.0861,0.0000,29180626389568.65,0.02,2,good
A3jzyyJYbZhLhQefD8rNYHuVWdzUJSwPGoRprMYnbonk,1752808328360,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,8582397673909.56,0.00,1,bad
FqfV4VA9okRt5PvG2XLuVfsfaKbA92STFMfqNyq8pump,1749936062311,0.3868,30.5577,0.2382,74.2031,74.2031,0.5252,0.3610,74225434061992.06,0.10,7,good
7G7TdeoX59Xs1pNw8xDu98NHGrakAf431JZDf1CQbonk,1752808047871,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,1.0000,6830175894296.66,0.00,1,bad
8dMv3hre6GMiVKFmVJZTQb4aZ5LRjJWnYE72DPkPbonk,1752807955074,1.7094,8.0568,3.2023,100.0000,100.0000,0.0000,0.0286,72952600723046.47,0.18,12,good
8AB5CAWPNBGr76ixhmWcgywhpAU4fEBpdJtbVhBGbonk,1752807931610,0.1064,58.0839,-3.0913,0.4488,0.4488,0.0000,0.0000,5204131858804.42,0.05,4,good
8YVK7QtZ6EHUxYsvzq4q8m452fyqUc5H7xVp8TWgbonk,1752807770047,1.0000,0.0000,0.0000,75.3035,75.3035,0.2470,0.0000,7501436139543.32,0.00,1,bad
G2d7rXxGrRhiop4Sj1giXRsME5VhzsJDAUMMocbebonk,1752807638380,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,6616616406396.32,0.00,1,good
HUn3KmZwH9GQPneggjJUDBeSdWPeB7mFQnJLjjGJbonk,1752807397455,1.0000,0.0000,0.0000,66.5883,66.5883,0.3341,0.0000,8302865003389.77,0.00,1,bad
D3Cy8J8Q89Yt3KS76Y66YTY8DKxVARyztFYqAtXjbonk,1752807557655,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,1.0000,5705950353467.12,0.00,1,good
9F7j5kHTsHc1kXUX2vMDhzi5w2aND7UEVsCnrnWabonk,1752807547052,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,7056881579754.59,0.00,1,good
G9wBJ5d589LzWx61Z7nKDHX7vqSicZZzjDK8aKM8bonk,1752807463042,11.7576,158.8910,0.0670,48.0294,48.0294,0.5330,0.0000,31373988333915.80,0.02,2,good
GhHN3QCALX6xBELA5RTW7ZxddgPYuAYN2q348sPpbonk,1752807342837,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,6046537742965.58,0.00,1,good
HsubwaQv2FvtgVc3gSMEu9GD5whey5BjmBCFo1zHR1wS,1751841352012,1.0000,0.0000,0.0000,100.0000,100.0000,0.0000,0.0000,28423072304719.61,0.00,1,bad
CnrEqWvvjFGXwH2fkaBHNqcJGbnSrsSSb9VFq8uLbonk,1752807220237,2.6252,85.0303,1.1415,82.7307,82.7307,0.2129,0.2542,40784215625470.73,0.02,2,bad
ARVCNKPvsviPKXyAS9XpVDfuEf6VbJodoMHwJtsGbonk,1752807116537,1.0000,0.0000,0.0000,83.8008,83.8008,0.1620,0.0000,23856315743123.64,0.00,1,good
3GjvFBWj3PmkYbcfqrM7Kd1opcCLAFYJoGESZSaMbonk,1752806882647,1.0000,0.0000,0.0000,86.9694,86.9694,0.1303,0.0040,5962044803388.85,0.00,1,good
8BNA9BuojicGR8dKC4oB5LttA7DMAfZUtqeq5RC8bonk,1752807114406,1.0000,0.0000,0.0000,5.9181,5.9181,0.9408,0.0031,5747521387260.10,0.00,1,good
8moBcpEoqdtjQteu1VW9R4AwDH8DwRSCVkw3zi2Sbonk,1752806932456,2.1303,94.2839,1.0089,81.6389,81.6389,0.2150,0.0665,61298560600207.63,0.02,2,bad
GW1akfjbaA4KqL96ahskZXD7PRUWBqWs2WW94fFgbonk,1752807058503,1.0000,0.0000,0.0000,0.0000,0.0000,0.8213,0.0000,5793723912791.06,0.00,1,good
9U9uBejH1wdb8JzEgfd6S9Vog3MMr2pQk8QvYQRibonk,1752807000970,1.0000,0.0000,0.0000,93.9397,93.9397,0.0606,0.0008,8671563222885.74,0.00,1,good
HNbcxBiPsvMSRqYex9giRfoz3GRZtRzEaNYjUqd3nhi7,1752806134549,0.4964,64.2564,0.8427,53.5444,53.5444,0.0000,0.4291,15644932900182.22,0.02,2,good
4fDAqFoXXzMtUVtM2j4oUUXu9CszTTyuWr87Grd5bonk,1752806707590,1.8201,49.0054,0.9215,89.1203,89.1203,0.2625,0.0000,98608542995687.83,0.03,3,bad
4SJPkYbQhWxa5vGjDce91wg2xzada3C2h6FhZHgfbonk,1752806654458,6.6188,7.2699,3.5527,88.4524,88.4524,0.2022,0.0000,83344825704098.55,1.03,60,good
iiLsGdvDS1wisJ29VrkJp1Ubpbcde4Qw9FALtL5bonk,1752806273157,1.0000,0.0000,0.0000,50.0000,50.0000,0.0000,0.0000,6224285593248.42,0.00,1,good
